Gender,Age,Ethnicity,Religion,Parents Work,Siblings,Housing,Current GPA,Desired GPA,Absences,Video Games,Game Hours,Game Genre,Game With Friends,Game Timing,Gaming Stopped,Main Reason Started Gaming,Part-Time,Part-Time Hours,Job Sector,Days Of Week Worked,CCAs Participated,No. Of CCAs Participated,CCA Names,CCA Role,CCA Hours,School Satisfaction Level,Satisfied Area,Unsatisfied Area,Support Level,Sense Of Belonging,Future Planned,Career Option 1,Career Option 2,Career Option 3,Interested Career 1,Interested Career 2,Interested Career 3,Skill 1,Skill 2,Skill 3
Male,18,Chinese,Free thinker,Both Works,0,HDB,1.9,2.5,0,Yes,40 - 49,Action,Yes,2200,Yes,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Study Life,None,9,Yes,Undecided,Nan,Nan,Nan,Game Related Company,Nan,Nan,Coding ,Data Analysis,Nan
Male,18,Chinese,Free thinker,Both Works,2,HDB,3.5,3.85,0,Yes,40 - 49,Action,Yes,2200,Yes,Escape from reality,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,8,Social Life,None,9,Yes,Undecided,Nan,Nan,Nan,Hoyoverse Employee ,Gaming Related Job,Engineer,Super Cool Person,Nan,Nan
Female,22,Indian,Christian,Father Only,1,HDB,1.9,2.5,3,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Lecturers,Study Life,8,Yes,Planned,It Professional,Nan,Nan,Nan,Nan,Nan,Required Relevant Knowledge In It,Nan,Nan
Male,19,Malay,Islam,Both Works,2,HDB,1.7,2.7,10,Yes,10 - 19,Sports,Yes,2100,No,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,8,Social Life,Results,7,Yes,Undecided,Nan,Nan,Nan,Business Analytics,Nan,Nan,Skills In Softwares Related To The Job,Nan,Nan
Male,19,Chinese,Buddhist,Both Works,1,Terrace,1.93,3,2,Yes,20 - 29,Strategy,Yes,1800,No,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Social Life,Results,7,Yes,Not yet,Nan,Nan,Nan,Help Desk ,Programmer ,Nan,Programming,Service Desk Knowledge,Nan
Female,19,Chinese,Buddhist,Both Works,0,HDB,2.62,3.75,11,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,3,friends,"results, courses, social life",4,No,Not yet,Nan,Nan,Nan,"Architecture 
","Interior Designer 
",Designer,"Art Abilities 
","Patience 
",Intelligence
Female,18,Chinese,Buddhist,Father Only,1,HDB,3.59,3.8,0,Yes,10 - 19,Other,No,2100,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,4,"GenRe, Comics, SoI club and Globalites",Member,8,7,Social Life,None,5,Yes,Undecided,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
Male,20,Chinese,Buddhist,Both doesn't work,3,HDB,3.12,3.2,4,Yes,20 - 29,Action,Yes,1900,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,5,Classmates,Study Life,4,No,Not yet,Nan,Nan,Nan,Network Engineer,Network Administrator,Pilot,Problem Solving,Patience,Quick Thinking
Male,18,Indian,Islam,Both Works,0,HDB,3.2,3.75,2,Yes,20 - 29,Action,Yes,1500,No,Escape from reality,Yes,16 - 20,Retail,"Monday, Tuesday, Wednesday, Thursday",Yes,1,RP Deafening ,Member,1,6,Results,None,4,Yes,Undecided,Nan,Nan,Nan,"Pen Tester
","Physiotherapist 
",Cybersecurity Analyst,"Coding
","Critical Thinking
",Patience
Male,17,Indian,Hindu,Both Works,3,HDB,3.44,3.5,0,Yes,10 - 19,Simulation,No,0600,Yes,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,2,"Campus Arts Production, Beats Encore ",Member,3,6,Classmates,Social Life,5,Yes,Planned,Ciso,Security Analyst ,Digital Forensics Investigator,Nan,Nan,Nan,Hardworking ,Patience ,Learning
Female,29,Chinese,Atheist,Mother Only,1,HDB,4,4,0,Yes,< 9,Simulation,Yes,2000,No,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Results,Classmates,8,Yes,Planned,Game Developer ,Linux Server Administrator ,Cloud Operation Engineer,Nan,Nan,Nan,Programming ,Linux Administration ,Cloud Engineering
Female,20,Chinese,Buddhist,Both Works,2,HDB,3.21,3.3,1,Yes,20 - 29,Adventure,No,2000,No,Entertainment,Yes,11 - 15,Food & Beverage,Saturday,Yes,1,SOI CLUB,Member,1,7,Classmates,food,7,Yes,Not yet,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
Male,21,Indian,Hindu,Both Works,1,HDB,1.4,2.6,0,Yes,< 9,Action,Yes,2200,No,Entertainment,Yes,11 - 15,Food & Beverage,"Saturday, Sunday",No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Social Life,None,7,No,Not yet,Nan,Nan,Nan,Entrepreneur ,It Engineer ,It Related Jobs,Problem-Solving Skills,Nan,Nan
Female,18,Indian,Free thinker,Father Only,1,HDB,2.56,3.51,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,11 - 15,Food & Beverage,"Saturday, Sunday",Yes,2,Service learning club and SOI club,Member,0,7,Social Life,Study Life,5,No,Undecided,Nan,Nan,Nan,Nan,Nan,Nan,Attention To Detail,Nan,Nan
Male,20,Chinese,Buddhist,Mother Only,1,HDB,3,3.5,0,Yes,20 - 29,Action,Yes,2000,Yes,Entertainment,Yes,6 - 10,Business,"Friday, Saturday, Sunday",Yes,1,Aikido,Member,0,6,None,Study Life,4,No,Planned,Business Owner ,Investor ,Traveller,Nan,Nan,Nan,Business,Nan,Nan
Male,31,Chinese,Christian,Both Works,2,HDB,2.97,3.3,0,Yes,40 - 49,Simulation,No,1840,Yes,Escape from reality,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,6,Study Life,Classmates,9,Yes,Planned,Cybersecurity Analyst,Paralegal,Secretary,Nan,Nan,Nan,Patience,Meticulous,Passion
Female,20,Malay,Islam,Father Only,4,HDB,1.92,2.2,3,Yes,< 9,Action,Yes,1800,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,2,"NYAA IG, SOI Club",Member,3,7,Classmates,Results,6,Yes,Not yet,Nan,Nan,Nan,Security Analyst      ,Penetration Tester   ,It Technician,Patience ,Consistently Self-Learn New Skills ,Motivation
Male,20,Chinese,Buddhist,Mother Only,2,HDB,2.73,3.5,0,Yes,50 - 59,Moba,Yes,2200,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,4,Results,Social Life,6,No,Not yet,Nan,Nan,Nan,Programmmer ,Entreprenuer,Teacher,Critical Thinking ,"Innovation, ",Patience
Male,19,Chinese,Buddhist,Both Works,0,HDB,2.96,3.3,6,Yes,30 - 39,Action,Yes,2200,No,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,2,Classmates,Courses,6,No,Not yet,Nan,Nan,Nan,Accountant,Cyber Security,Fintech,Accounting,Communication,Initiative
Male,19,Arab/Pakistani,Islam,Father Only,6,Semi detached,3.3,3.5,5,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,< 5,Education,Saturday,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Courses,Transport,8,No,Undecided,Nan,Nan,Nan,Entrepreneur ,Computer Scientist ,Nan,Nan,Nan,Nan
Male,18,Filipino,Catholic,Both Works,1,HDB,3.09,3.5,5,Yes,20 - 29,Battle Royale,Yes,1800,No,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,6,None,Social Life,7,No,Undecided,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
Male,18,Chinese,Buddhist,Both Works,1,HDB,3.86,3.95,0,Yes,10 - 19,Sports,Yes,1400,Yes,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,2,"SOI Club, Service Learning Club",Assistant Leader/Vice Precident,21,8,Study Life,Results,8,Yes,Planned,Cyber Staff ,Mother Tongue Teacher  ,Entrepreneur,Nan,Nan,Nan,Outstanding Domain Knowledge ,Presentation ,Management
Male,20,Chinese,Buddhist,Both Works,2,HDB,3.82,3.9,0,Yes,30 - 39,Strategy,Yes,1900,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,1,String Ensemble,EXCO,6,8,Study Life,None,10,Yes,Planned,"Penetration Tester
","Programmer
",Network Engineer,Nan,Nan,Nan,"Teamwork
","Communication
",Critical Thinking
Male,19,Chinese,Buddhist,Both Works,1,Condominium,2.28,3.6,2,Yes,20 - 29,Action,Yes,1800,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,2,Classmates,Social Life,4,Yes,Not yet,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
Female,18,Malay,Islam,Father Only,6,HDB,2.85,4,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,Yes,1,astronomy,Member,5,8,Classmates,Results,8,Yes,Not yet,Nan,Nan,Nan,Developer ,Private Chef ,Psychiatrist,Design/Coding ,Cooking ,Smart Brain
Male,21,Chinese,Buddhist,Mother Only,0,HDB,3.24,3.24,4,Yes,10 - 19,Other,Yes,1300,Yes,Reduce stress,No,Don't Work,Don't Work,Don't Work,Yes,1,Table Top Games,Member,2,5,Results,Social Life,5,Yes,Undecided,Nan,Nan,Nan,Website Developer ,Mobile App Developer ,Game Developer,All Three Requires Programming Skills.,Nan,Nan
Male,17,Indian,Hindu,Father Only,1,HDB,2.67,3.1,0,Yes,< 9,Action,Yes,1800,Yes,Escape from reality,No,Don't Work,Don't Work,Don't Work,Yes,3,"SOI Club, Student Council, SLC",Leader/President,10,8,Social Life,Study Life,6,Yes,Planned,Radio Dj,Reporter,Teacher,Nan,Nan,Nan,Diligence,Hardwork,Smartwork
Male,22,Malay,Islam,Mother Only,3,HDB,2.41,3,1,Yes,< 9,Action,No,2130,No,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Courses,None,7,Yes,Undecided,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
Male,20,Chinese,Free thinker,Both Works,1,HDB,2.76,3.5,0,Yes,20 - 29,Other,No,2100,No,Entertainment and a brief escape from reality and responsibilities ,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,8,"Courses, classmates, lecturers, social life, the food",None,7,Yes,Not yet,Nan,Nan,Nan,Nan,Nan,Nan,Patience,Understanding,Analytical
Male,19,Malay,Islam,Both Works,4,Rental,2.83,3,2,Yes,< 9,Action,Yes,0000,No,Entertainment,Yes,11 - 15,Food & Beverage,"Saturday, Sunday",Yes,1,Muay thai,Member,4,8,Study Life,Results,7,Yes,Undecided,Nan,Nan,Nan,Programmer ,Sign On Ns ,Business,Programming Skills ,Patience ,Communication
Female,21,Malay,Islam,Both Works,4,HDB,1.1,2.76,0,Yes,10 - 19,Moba,No,1900,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,4,Lecturers,Social Life,9,Yes,Planned,Ui/Ux Designer ,Full Stacked Developer ,Baker,Nan,Nan,Nan,Creativity ,Patience ,Organising
Female,29,Chinese,Buddhist,Father Only,2,HDB,3.6,3.75,0,Yes,20 - 29,Other,No,There is not fixed time,No,"Experience new things, parents are strict about going outside",No,Don't Work,Don't Work,Don't Work,Yes,1,Cross poly Girls in Tech,Member,2,7,Being able to managed where I thought I might not,"Sometimes group members, mental health was up and down",8,Yes,Undecided,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Persistence
Female,20,Chinese,Buddhist,Mother Only,3,HDB,3.65,3.9,5,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Results,Lecturers,7,Yes,Planned,Business Owner,It Related Roles In Banking Industry,Other Roles That I Am Interested In,Nan,Nan,Nan,Leadership,Communication,Patience
Female,20,Malay,Islam,Father Only,0,HDB,1.94,3,1,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,Yes,1,RP Women’s Soccer Team,Member,4,5,CCA,Results,6,No,Undecided,Nan,Nan,Nan,Ui/Ux ,Cybersecurity ,Journalist,Creativity ,Problem Solving ,Confidence
Male,19,Chinese,Christian,Both Works,2,HDB,2.08,3.3,0,Yes,10 - 19,Other,Yes,1900,No,All the options,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,5,None,All,3,No,Undecided,Nan,Nan,Nan,Psychologist,Entertainer,Music Producer,Cooking,Nan,Nan
Male,21,Chinese,Buddhist,Father Only,2,HDB,3.74,3.9,0,Yes,10 - 19,Adventure,Yes,1900,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,Yes,1,RP Wind Symphony,Student Advisor,9,7,Study Life,Results,8,Yes,Planned,Cybersecurity Analyst,Game Developer,Lecturer In A Polytechnic,Nan,Nan,Nan,Critical Thinking,Patience,Passion
Male,20,Chinese,Taoist,Mother Only,2,HDB,3.82,3.9,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,< 5,Education,Saturday,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,6,Classmates,Courses,6,Yes,Undecided,Nan,Nan,Nan,Teacher ,Chef  ,Doctor,Patience ,Cooking ,Precision
Female,19,Malay,Islam,Both Works,4,HDB,3.12,3.5,1,Yes,< 9,Other,Yes,2045,No,Reduce stress,No,Don't Work,Don't Work,Don't Work,Yes,1,Art.titude,EXCO,4,5,Social Life,Classmates,4,No,Planned,"Illustrator
","Fashion Designer
",Writer,Nan,Nan,Nan,"Creativity
","Drawing
",Planning
Male,19,Chinese,Buddhist,Both Works,0,HDB,2.5,2.5,0,Yes,30 - 39,Sports,No,1600,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,1,SOI Club,Member,2,8,Courses,Social Life,6,Yes,Not yet,Nan,Nan,Nan,Web Developer,Application Developer,System Analyst,Programming,Attention To Details,Time Management
Female,19,Chinese,Buddhist,Mother Only,1,Condominium,2.08,3,0,Yes,< 9,Simulation,Yes,2100,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,4,"Archery, Student Council, Service Learning, Marine Studies",EXCO,12,5,Classmates,Results,5,No,Not yet,Nan,Nan,Nan,Cybersecurity Analyst,Data Analyst,It Desk Support,Infomation Technology,Nan,Nan
Female,18,Chinese,Catholic,Both Works,1,Condominium,2.88,3.5,1,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,Yes,1,student council,Member,0,7,Classmates,Results,5,No,Undecided,Nan,Nan,Nan,Data Science,Finance,Wealth Management,Communication,Open-Mindedness,Knowledgeable
Female,19,Chinese,Buddhist,Both Works,2,HDB,2.59,3,1,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Study Life,Results,8,Yes,Not yet,Nan,Nan,Nan,Business Analyst,It Related,Nurse,Observant,Patient,Problem-Solving
Female,18,Chinese,Islam,Father Only,2,Condominium,3.32,3.6,3,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,6 - 10,Retail,Saturday,Yes,2,Republican post and service learning club,EXCO,5,7,Study Life,Results,7,Yes,Planned,Journalist ,Law ,Actress,Nan,Nan,Nan,Time Management ,Social Skills ,Passion
Female,19,Indian,Hindu,Both Works,1,HDB,3.46,3.6,2,Yes,< 9,Battle Royale,No,2100,No,Influenced,No,Don't Work,Don't Work,Don't Work,Yes,1,Athletics ,Member,4,5,None,Lecturers,6,Yes,Planned,Physiotherapist,Health Lawyer,Dietician,Nan,Nan,Nan,Communication Skills ,Data Analysis ,Compassion
Male,19,Chinese,Buddhist,Both Works,0,HDB,2.5,2.5,0,Yes,30 - 39,Simulation,No,1600,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,1,SOI Club,Member,2,7,Study Life,Social Life,6,Yes,Undecided,Nan,Nan,Nan,Web Developer,Application Developer,Software Engineer,Programming Skills,Eye For Detail,Problem Solving Skills
Female,18,Malay,Islam,Father Only,2,HDB,2.83,4,1,Yes,10 - 19,Other,No,1700,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,Yes,1,Service Learning Club,Member,1,6,Courses,Social Life,5,No,Undecided,Nan,Nan,Nan,Librarian ,Museum Curator ,Indie Game Developer,Patience ,Planning ,Coding
Female,18,Malay,Islam,Both doesn't work,3,HDB,2.28,2.8,7,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,Yes,1,Jammerz Arena,EXCO,20,8,Social Life,Courses,4,No,Undecided,Nan,Nan,Nan,Arts Management,Nan,Nan,Patience ,Problem-Solving ,Socialising
Female,23,Javanese,Islam,Father Only,3,HDB,2.64,2.8,2,Yes,20 - 29,Simulation,Yes,2200,No,Escape from reality,Yes,16 - 20,Entertainment,"Saturday, Sunday",No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,6,Courses,None,5,No,Planned,Production Manager ,Teacher ,Freelancer Operator,Nan,Nan,Nan,Leadership ,Patience ,Fast Learner
Female,18,Chinese,Free thinker,Both Works,1,Condominium,2.91,3,1,Yes,10 - 19,Strategy,Yes,1900,No,Entertainment,Yes,16 - 20,Food & Beverage,"Friday, Saturday, Sunday",Yes,1,Aquatics,Member,4,8,None,Results,8,No,Not yet,Nan,Nan,Nan,Nurse,Nan,Nan,Patience,Nan,Nan
Female,18,Chinese,Buddhist,Both Works,1,Condominium,3.28,3.5,0,Yes,30 - 39,Adventure,Yes,2100,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,2,"Service Learning Club, Globalites",Member,2,9,Courses,Social Life,8,Yes,Planned,Ux Designer ,Graphic Designer ,Product Designer,Nan,Nan,Nan,Empathy ,Communication ,Teamwork
Male,20,Malay,Islam,Mother Only,1,HDB,2.31,3.2,0,Yes,< 9,Sports,No,1900,No,Entertainment,Yes,21 - 25,events operation,"Friday, Saturday, Sunday",No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Social Life,Results,5,Yes,Undecided,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
Female,18,Malay,Islam,Father Only,3,HDB,3.78,3.8,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,> 35,Food & Beverage,Saturday,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,8,None,Courses,5,Yes,Planned,Planned To Continue With University But I Guess Anything That’S Within The Psychology Field.,Nan,Nan,Nan,Nan,Nan,Empathy,Open-Mindedness,Communication Skills
Male,19,Indian,Hindu,Father Only,1,HDB,3.24,3.5,0,Yes,10 - 19,Action,Yes,2000,Yes,Escape from reality,Yes,6 - 10,Entertainment,"Friday, Saturday, Sunday",Yes,1,SOI Club,EXCO,10,7,Social Life,Study Life,7,No,Planned,Cybersecurity Engineer,Pentester,Security Consultant,Nan,Nan,Nan,Cyber Skills,Nan,Nan
Female,19,Chinese,Free thinker,Both Works,1,Condominium,2.59,3,1,Yes,10 - 19,Other,Yes,2200,No,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,5,None,Courses,7,No,Not yet,Nan,Nan,Nan,Medical Field,Biology Field,Nan,Chemistry/Biology  ,Practical Lab Skills,Teamwork
Female,19,Chinese,Free thinker,Both Works,1,HDB,3.09,3.5,1,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Classmates,Results,4,Yes,Not yet,Nan,Nan,Nan,Entrepreneur,Writer,Talent Acquisition,Critical Thinking,Language,Negotiation
Male,20,Chinese,Buddhist,Mother Only,2,HDB,3.24,3.35,0,Yes,20 - 29,Other,Yes,1930,No,Entertainment & Relax,Yes,11 - 15,Food & Beverage,"Saturday, Sunday",Yes,1,Pharmaceutica,Member,1,7,Results,None,8,Yes,Undecided,Nan,Nan,Nan,Chemistry Researcher,Engineer,Econs,Patience,Precision,Communications
Male,20,Malay,Islam,Both Works,1,Condominium,2.85,3.3,1,Yes,10 - 19,Action,Yes,1300,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,Yes,1,Archery IG ,Member,15,6,None,Lecturers,6,Yes,Undecided,Nan,Nan,Nan,Hospital Worker,Nan,Nan,Lab Skills,Analytics,Nan
Male,20,Malay,agnostic,Father Only,1,HDB,2.97,3.2,0,Yes,< 9,Adventure,No,1800,No,Influenced,No,Don't Work,Don't Work,Don't Work,Yes,1,Art.titude,Member,2,5,None,None,6,Yes,Undecided,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
Female,18,Chinese,Buddhist,Both Works,0,Condominium,2.4,3.5,2,Yes,< 9,Other,Yes,1800,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,1,Republic Polytechnic String Ensemble,Member,6,5,None,Study Life,5,Yes,Not yet,Nan,Nan,Nan,"Criminologist
","Psychologist
",Ui/Ux Designer,Communication,Patience,Proficiency In Software Design
Male,19,Chinese,Christian,Mother Only,0,Condominium,2,2.5,1,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,Yes,2,"String Ensemble, Eureka IG",Member,1,6,Lecturers,Results,6,Yes,Undecided,Nan,Nan,Nan,"Lab Technologist
","Biologics Production Technician
",Be A Music Teacher For Grade ,Patience,Attention To Detail,Communication To Students
Male,19,Chinese,Buddhist,Father Only,4,HDB,3.04,4,0,Yes,40 - 49,Action,Yes,2000,No,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,5,Social Life,Courses,5,Yes,Undecided,Nan,Nan,Nan,Cybersecurity Analyst,Governance Specialist,Penetration Tester,It Literacy,Law,Patience
Female,18,Malay,Islam,Both Works,3,HDB,2.6,3,5,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,Yes,2,Beats Encore and Pentask Karyawan,EXCO,28,7,Social Life,Classmates,8,Yes,Undecided,Nan,Nan,Nan,Enviromentalist,Psychologist,Marine Biologist,Patience,Determination,Multitasking
Female,19,Chinese,Taoist,Both Works,1,HDB,3.38,3.5,2,Yes,< 9,Action,Yes,2200,No,Influenced,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,6,Results,Lecturers,6,Yes,Not yet,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
Female,18,Indian,Islam,Both Works,3,HDB,3.35,3.5,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Classmates,Lecturers,6,Yes,Not yet,Nan,Nan,Nan,Pharmacy Tech,University,Pharmacist,Communication,Decision Making,Precision
Female,29,Chinese,Buddhist,Father Only,2,HDB,3.64,3.75,0,Yes,30 - 39,Simulation,Yes,2000,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,1,"Girls in Tech, Cross polytechnic",Member,4,7,Courses,Need more rest,7,Yes,Undecided,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
Male,19,Indian,Buddhist,Both Works,3,Condominium,3.09,3.9,0,Yes,20 - 29,Action,Yes,0900,Yes,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,4,"Judo, Investment and Finance, Student Council, Youth Entrepreneurship and co-op",Captain of Judo and member of other groups,6,7,Classmates,Results,8,Yes,Not yet,Nan,Nan,Nan,"Businessman
","Banker
",Financial Advisor,"Leadership
","Good Understanding Of Others (Good Communicator)
",Financially Knowledgeable
Female,19,Indian,Islam,Both Works,2,HDB,2.65,3,3,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,6,Classmates,Study Life,6,Yes,Undecided,Nan,Nan,Nan,Cabin Crew ,Customer Service ,Ground Ops,Patience ,Understanding ,Communication
Female,19,Chinese,Buddhist,Both Works,0,HDB,2.15,3.8,4,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,6 - 10,Healthcare,"Saturday, Sunday",Yes,1,SASC,Member,2,8,Lecturers,Study Life,4,No,Not yet,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
Male,19,Chinese,Buddhist,Both Works,1,HDB,2.32,2.5,2,Yes,10 - 19,Action,Yes,2200,Yes,Escape from reality,No,Don't Work,Don't Work,Don't Work,Yes,1,Aquatics,Member,4,6,Classmates,Results,5,No,Not yet,Nan,Nan,Nan,Tech Support ,Lifeguard ,Nan,Problem Solving ,Awareness ,Common Sense
Female,19,Chinese,Buddhist,Both Works,1,HDB,3,3.5,0,Yes,< 9,Other,No,2000,Yes,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,6,None,Food prices,7,Yes,Undecided,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
